2.310000000000000000e+02,2.340000000000000000e+02,8.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,8.630000000000000000e+02,1.496000000000000000e+03,4.851000000000000000e+03
2.550000000000000000e+02,2.600000000000000000e+02,7.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,9.310000000000000000e+02,1.438000000000000000e+03,4.849000000000000000e+03
2.440000000000000000e+02,2.380000000000000000e+02,5.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.710000000000000000e+02,1.412000000000000000e+03,4.808000000000000000e+03
2.400000000000000000e+02,2.290000000000000000e+02,3.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,8.820000000000000000e+02,1.413000000000000000e+03,4.781000000000000000e+03
2.090000000000000000e+02,2.580000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.850000000000000000e+02,1.353000000000000000e+03,4.796000000000000000e+03
2.030000000000000000e+02,2.960000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+00,9.270000000000000000e+02,1.352000000000000000e+03,4.834000000000000000e+03
1.930000000000000000e+02,1.970000000000000000e+02,1.300000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,9.100000000000000000e+02,1.415000000000000000e+03,4.771000000000000000e+03
1.740000000000000000e+02,2.430000000000000000e+02,7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.300000000000000000e+02,1.412000000000000000e+03,4.738000000000000000e+03
1.760000000000000000e+02,2.200000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,9.100000000000000000e+02,1.452000000000000000e+03,4.651000000000000000e+03
2.110000000000000000e+02,2.210000000000000000e+02,5.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,8.690000000000000000e+02,1.463000000000000000e+03,4.683000000000000000e+03
1.710000000000000000e+02,2.140000000000000000e+02,5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,8.780000000000000000e+02,1.492000000000000000e+03,4.723000000000000000e+03
1.790000000000000000e+02,2.280000000000000000e+02,5.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,8.730000000000000000e+02,1.459000000000000000e+03,4.721000000000000000e+03
2.360000000000000000e+02,2.350000000000000000e+02,8.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,8.510000000000000000e+02,1.498000000000000000e+03,4.866000000000000000e+03
2.610000000000000000e+02,2.620000000000000000e+02,9.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,9.280000000000000000e+02,1.436000000000000000e+03,4.864000000000000000e+03
2.480000000000000000e+02,2.370000000000000000e+02,6.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,8.590000000000000000e+02,1.405000000000000000e+03,4.820000000000000000e+03
2.440000000000000000e+02,2.230000000000000000e+02,3.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,8.730000000000000000e+02,1.408000000000000000e+03,4.783000000000000000e+03
2.110000000000000000e+02,2.590000000000000000e+02,7.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,8.800000000000000000e+02,1.344000000000000000e+03,4.802000000000000000e+03
2.030000000000000000e+02,3.060000000000000000e+02,1.000000000000000000e+01,1.400000000000000000e+01,8.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,9.270000000000000000e+02,1.339000000000000000e+03,4.844000000000000000e+03
1.940000000000000000e+02,1.940000000000000000e+02,1.300000000000000000e+01,1.200000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+01,9.080000000000000000e+02,1.420000000000000000e+03,4.771000000000000000e+03
1.720000000000000000e+02,2.450000000000000000e+02,1.000000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,9.310000000000000000e+02,1.408000000000000000e+03,4.732000000000000000e+03
