"","Series 1","Series 2","Series 3","Series 4","Series 5","Series 6","Series 7","Series 8","Series 9","Series 10"
"1",1.62523657855856,-6.43416443359502,-1.74067196055045,4.82820480459182,3.58111647794443,-5.24713822635332,0.658613074095658,0.148918723159232,1.69304392224705,-0.954875791240533
"2",2.67898391626059,-5.13674456189313,-4.28127373603534,2.01648950776562,3.21304206725917,-3.55090144535823,2.34600900739091,-5.46807852240101,0.459344537771666,-0.965158577853573
"3",-1.27826739014443,-6.41136968056113,-4.68246355831732,2.48094537077489,2.22832117890114,-1.90124425113953,1.45373899908892,-1.96758256734181,1.9899048787869,1.71949527999563
"4",0.0489713931273603,-4.19364274251621,-1.4949417856849,-0.428102323497172,1.0648318029945,-6.15618483952592,1.42835488159227,-3.70142697213012,3.6652677150754,-4.47198119638695
"5",3.79963525767779,-4.27486874685489,0.20496787036352,-1.2545044642282,1.4354710911492,-3.90126711947417,2.08813069157141,-3.78179528207743,6.74066349104881,8.17897016460208
"6",8.31205619356283,0.795916211879992,0.727032023923177,-1.39660723389833,0.0118930803275299,-2.34957666230349,-0.198148510811396,0.328933031136319,2.61741153757389,6.30678930529829
"7",7.23333948074967,-2.34224546428472,0.416600636674507,-0.409465026906892,2.04502961250481,-2.71806230368294,-1.2212584974249,-6.26770315545904,-0.544513977688835,3.64151784398312
"8",6.22011461591833,-0.993353825717247,-1.31608866905773,-0.73633656137222,1.27640294195513,-0.761695177091611,-1.70842286797629,-5.64725555419056,1.82663113654083,6.76377756936088
"9",5.396231441228,-0.409077557223736,3.72437167473101,0.54735232966423,-0.378346851193522,-4.94040020904434,-4.87549354996603,-6.33373274755392,-6.83357964489791,4.87734048630656
"10",3.38290626689603,3.27272956055876,2.40637041519293,0.201671226634768,-1.4197481208244,-5.84467796416966,-3.23903860252778,-2.72724998908203,-4.30064295391817,10.5222181891189
"11",2.49490929294192,-7.10937226242005,3.28608745933713,0.454766425879361,0.184374652847825,-4.90930645753384,-2.55396183214353,-3.11150106563687,-4.9616188001084,5.13705396500289
"12",0.425979755620637,-1.49497310154722,-0.091343999821962,1.28704505100418,-1.54438679939169,-6.25185850610316,1.05691883492466,-0.778114061119836,0.0485845008643939,1.17892462159342
"13",1.35387492925856,-8.75605072053227,-2.24678866561445,2.32622334100236,-0.338649738683591,-5.92815759614305,-1.35799937741353,0.316573769560991,3.01334207537037,-3.53670926560283
"14",6.87169798827868,-6.56908200894539,-3.27937644422049,-0.336421222973084,-0.105988421601506,-8.01384868698945,-0.814384135156508,-11.0603677539754,1.78232016738917,-3.56928523544979
"15",-1.8620562248498,-7.65462406352521,-2.83486630851939,-1.47417698117442,-2.92568220525547,-4.30055879314131,-1.70144302937779,-7.14510789045982,5.12393803264936,2.42539060950959
"16",2.20188202347039,-3.84157736046578,-2.14019910580296,-3.87418260671822,-2.63667045073434,-3.95076137023748,-0.693284382330909,-9.09600932319719,6.54789440581432,-8.13794326042548
"17",8.91670244312487,-4.80213527763178,0.410909023756744,-1.98495200708083,0.0938726863066212,-3.61692392311807,-1.58969287780344,-11.1925656205527,15.6876523203769,18.8318469025897
"18",17.0071660543892,2.11911236087911,0.613531199070912,-2.71456022994668,-2.01026401716171,-2.33474110668621,-0.174686694732162,-0.00186345665033105,5.61251068070337,14.6983509530525
"19",13.6401507972207,-4.20422603357797,0.419232137665682,-0.994994532619374,2.03185874988643,-1.19670621069647,0.0844316645027836,-13.6499591124134,1.20929377967982,7.63611972340726
"20",11.3801723654924,-0.362155218868006,0.398682801985708,-1.47865368159845,2.44471996108922,-3.85169329944967,-1.32074841919872,-9.76587598946864,4.03497866735056,10.8866744047097
"21",11.2024480730135,0.666847727800823,4.18132298597576,-2.75480265265167,0.461055002477765,-6.930329321637,-0.72449980622206,-13.2680378517943,-11.6830512755607,9.56136706051919
"22",4.55493447693482,7.92211807067499,4.6569529458472,0.717906439047814,-0.563791380766302,-3.55594407113579,-0.191121303418879,-1.0435289123504,-6.19503343357299,21.4269745707718
"23",3.98544182572441,-11.1360144423801,3.56337551392426,0.329046808833591,0.456146426468529,-3.61828899672889,0.0267076524867133,-4.56685341649648,-5.64695673885316,10.4733980268754
"24",0.887831209877084,-1.56382165316177,1.0770322022194,1.08965331748161,-1.74815077242743,-4.36519534209783,0.35325528382391,0.473982310666563,4.32447875319942,1.67115034659029
"25",0.332521084712625,-10.3295160468508,0.10783608821817,0.203361636762061,-1.39089517739918,-6.96943376362669,0.436201171614554,0.362009930310802,5.99429675422014,-6.94894310609574
"26",10.5864976705793,-7.14792977978328,-0.931064220635347,-1.85764474950328,-0.619192980487729,-6.94590895397778,-0.341712332321391,-15.1973115774114,4.94835975785905,-6.94446504209497
"27",-2.76754690380822,-6.61718708908903,-4.32326546095227,-2.52735495734632,-0.53775527410728,-4.57170638919472,1.51821702083281,-10.8789768506373,10.3732593242651,2.03819662172755
"28",3.09507384844649,-1.98543044397171,-1.5643901535711,-2.79471613821273,-1.73571482009503,-7.28116032408887,1.32060731012742,-13.5493764512184,11.1435214504164,-11.5737398937547
"29",11.5683176420673,-3.90849698367843,1.06966492066021,-4.93527868471313,-0.115718825059238,-6.95294321272474,-0.0623786386087783,-18.031109532673,26.3526253181511,30.1260349554955
"30",23.9875545793383,4.44481421828693,0.988865371588048,-5.50003669940529,0.00262989505303579,-3.88024164810876,0.416251175865929,-0.783896250111345,11.1727482419851,24.5885631050507
"31",19.5824644689442,-3.6213659144849,0.520998819173104,-5.22197557536571,0.992133782589468,-6.03746244752176,-2.3437269632821,-18.2988487424388,2.62264979921696,14.2973796902671
"32",16.6304478657432,0.831672214844285,-0.687377564913675,-5.24934021437685,0.147849145732501,-4.39362645058262,-1.29753903006147,-14.4008626408708,7.95054833739092,16.8571611473197
"33",14.3497958264618,3.82865631045295,4.96625958360031,-3.00698831878385,-1.07266304343643,-7.54184301597118,-4.6079268238107,-18.6639058601874,-16.9618536020278,15.9130416668908
