0.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,4.300000000000000000e+01,3.100000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+00,5.600000000000000000e+01,7.000000000000000000e+00,3.220000000000000000e+02
3.500000000000000000e+01,7.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+01,2.600000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,5.100000000000000000e+01,4.000000000000000000e+00,2.320000000000000000e+02
1.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,4.300000000000000000e+01,4.400000000000000000e+01,4.000000000000000000e+00,3.900000000000000000e+01,3.000000000000000000e+00,4.160000000000000000e+02
3.300000000000000000e+01,7.000000000000000000e+00,4.000000000000000000e+00,2.300000000000000000e+01,1.300000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00,3.800000000000000000e+01,1.100000000000000000e+01,9.120000000000000000e+02
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.700000000000000000e+01,1.600000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+00,5.200000000000000000e+01,1.400000000000000000e+01,3.409000000000000000e+03
3.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,3.100000000000000000e+01,4.700000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01,5.000000000000000000e+00,2.192000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.200000000000000000e+01,1.100000000000000000e+01,2.800000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,6.000000000000000000e+00,4.664000000000000000e+03
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,2.000000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,3.400000000000000000e+01,5.000000000000000000e+00,2.663000000000000000e+03
6.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,5.900000000000000000e+01,1.100000000000000000e+01,2.406000000000000000e+03
6.000000000000000000e+00,2.000000000000000000e+01,5.000000000000000000e+00,7.700000000000000000e+01,1.100000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,1.627000000000000000e+03
2.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+01,1.600000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+00,3.700000000000000000e+01,3.000000000000000000e+00,2.753000000000000000e+03
3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,7.100000000000000000e+01,1.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,3.300000000000000000e+01,3.000000000000000000e+00,2.851000000000000000e+03
1.900000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,5.600000000000000000e+01,2.200000000000000000e+01,2.700000000000000000e+01,6.000000000000000000e+00,1.070000000000000000e+02,8.000000000000000000e+00,4.048000000000000000e+03
1.100000000000000000e+01,2.200000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+01,2.300000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,2.000000000000000000e+00,4.317000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.600000000000000000e+01,1.700000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,2.400000000000000000e+01,4.000000000000000000e+00,4.851000000000000000e+03
6.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.400000000000000000e+01,5.100000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+00,4.194000000000000000e+03
1.000000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00,1.230000000000000000e+02,1.800000000000000000e+01,3.600000000000000000e+01,4.000000000000000000e+00,1.060000000000000000e+02,4.000000000000000000e+00,6.786000000000000000e+03
6.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,5.100000000000000000e+01,2.300000000000000000e+01,3.500000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+01,1.200000000000000000e+01,9.268000000000000000e+03
5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.490000000000000000e+02,8.000000000000000000e+00,4.600000000000000000e+01,3.000000000000000000e+00,4.500000000000000000e+01,4.000000000000000000e+00,6.279000000000000000e+03
0.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.800000000000000000e+01,2.700000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01,7.000000000000000000e+00,7.105000000000000000e+03
5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.260000000000000000e+02,1.200000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+01,6.000000000000000000e+00,5.218000000000000000e+03
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.120000000000000000e+02,3.200000000000000000e+01,7.300000000000000000e+01,4.000000000000000000e+00,2.800000000000000000e+01,6.000000000000000000e+00,9.247000000000000000e+03
1.200000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+02,1.000000000000000000e+01,5.300000000000000000e+01,1.000000000000000000e+00,3.500000000000000000e+01,2.000000000000000000e+00,5.656000000000000000e+03
